Fall,Term Code,College,Department,Degree,Major Code,Major Name,Concentration Code,Concentration Name,Total,Male,Female,Unknown,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,Multiracial,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian,Illinois,Non-Illinois,Academic Program Code,Legacy Advising Code,Legacy Department Code,Legacy Major Name
1999,,Engineering,,,99,Aero & Astro Engineering,,,267,203,64,6,201,31,12,12,1,,,4,,,,,,226,41,,2205,2205,A&A ENGR
1999,,Engineering,,,99,Aero & Astro Engineering,,,7,2,5,,6,,,1,,,,,,,,,,5,2,,2205,2205,A&A ENGR
1999,,Engineering,,,99,Aero & Astro Engineering,,,69,64,5,1,29,3,,2,,,,34,,,,,,24,45,,2205,2205,A&A ENGR
2000,,Engineering,,,99,Aero & Astro Engineering,,,302,242,60,8,228,36,7,16,1,,,6,,,,,,257,45,,2205,2205,A&A ENGR
2000,,Engineering,,,99,Aero & Astro Engineering,,,3,2,1,,2,,,,,,,1,,,,,,1,2,,2205,2205,A&A ENGR
2000,,Engineering,,,99,Aero & Astro Engineering,,,11,6,5,,7,1,1,2,,,,,,,,,,7,4,,2205,2205,A&A ENGR
2000,,Engineering,,,99,Aero & Astro Engineering,,,62,57,5,3,22,3,,2,,,,32,,,,,,20,42,,2205,2205,A&A ENGR
2001,,Engineering,,,99,Aero & Astro Engineering,,,331,279,52,9,251,36,5,17,1,,,12,,,,,,278,53,,2205,2205,A&A ENGR
2001,,Engineering,,,99,Aero & Astro Engineering,,,2,1,1,,1,,,,,,,1,,,,,,0,2,,2205,2205,A&A ENGR
2001,,Engineering,,,99,Aero & Astro Engineering,,,10,6,4,,7,,1,2,,,,,,,,,,6,4,,2205,2205,A&A ENGR
2001,,Engineering,,,99,Aero & Astro Engineering,,,69,58,11,4,32,2,,2,,,,29,,,,,,25,44,,2205,2205,A&A ENGR
2002,,Engineering,,,99,Aero & Astro Engineering,,,337,277,60,8,258,41,4,15,,,,11,,,,,,280,57,,2205,2205,A&A ENGR
2002,,Engineering,,,99,Aero & Astro Engineering,,,2,1,1,1,1,,,,,,,,,,,,,1,1,,2205,2205,A&A ENGR
2002,,Engineering,,,99,Aero & Astro Engineering,,,10,5,5,,8,,1,1,,,,,,,,,,6,4,,2205,2205,A&A ENGR
2002,,Engineering,,,99,Aero & Astro Engineering,,,79,66,13,2,39,1,,2,,,,35,,,,,,31,48,,2205,2205,A&A ENGR
2003,,Engineering,,,99,Aero & Astro Engineering,,,329,267,62,7,253,40,6,14,,,,9,,,,,,285,44,,2205,2205,A&A ENGR
2003,,Engineering,,,99,Aero & Astro Engineering,,,2,2,,,2,,,,,,,,,,,,,2,,,2205,2205,A&A ENGR
2003,,Engineering,,,99,Aero & Astro Engineering,,,4,2,2,,4,,,,,,,,,,,,,3,1,,2205,2205,A&A ENGR
2003,,Engineering,,,99,Aero & Astro Engineering,,,82,72,10,3,42,3,1,5,,,,28,,,,,,38,44,,2205,2205,A&A ENGR
2006,120068,Engineering,615,BS,99,Aero & Astro Engineering,,,1,1,0,0,0,0,0,0,0,,,1,0,,,,,0,1,10KP0099BS,,,
2006,120068,Engineering,615,MS,99,Aero & Astro Engineering,,,3,3,0,0,3,0,0,0,0,,,0,0,,,,,1,2,10KS0099MS,,,
2006,120068,Engineering,615,PHD,99,Aero & Astro Engineering,,,20,17,3,0,9,1,0,0,0,,,9,1,,,,,5,15,10KS0099PHD,,,
2005,120058,Engineering,615,MS,99,Aero & Astro Engineering,,,25,24,1,0,20,1,1,0,0,,,3,0,,,,,14,11,10KS0099MS,,,
2005,120058,Engineering,615,PHD,99,Aero & Astro Engineering,,,23,18,5,0,10,1,0,0,0,,,12,0,,,,,5,18,10KS0099PHD,,,
2004,120048,Engineering,615,BS,99,Aero & Astro Engineering,,,361,298,63,0,279,38,7,12,0,,,13,12,,,,,307,54,10KP0099BS,,,
2004,120048,Engineering,615,MS,99,Aero & Astro Engineering,,,45,39,5,1,33,2,1,4,0,,,5,0,,,,,28,17,10KS0099MS,,,
2004,120048,Engineering,615,PHD,99,Aero & Astro Engineering,,,27,22,5,0,13,0,0,0,0,,,14,0,,,,,5,22,10KS0099PHD,,,
2018,120188,Engineering,615,BS,4048,Aerospace Engineering,,,519,440,79,0,266,101,6,51,1,0,17,73,4,6,3,2,119,339,180,10KP4048BS,,,
2018,120188,Engineering,615,MS,4048,Aerospace Engineering,,,70,58,12,0,20,9,3,9,0,0,3,26,0,5,0,0,11,18,52,10KS4048MS,,,
2018,120188,Engineering,615,MS,4048,Aerospace Engineering,,,25,20,5,0,20,2,0,2,0,0,0,0,1,0,0,0,2,3,22,10KS4048MSU,,,
2018,120188,Engineering,615,MS,4048,Aerospace Engineering,5511,Computational Sci & Engr,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,10KS4048MS,,,
2018,120188,Engineering,615,NDEG,4048,Aerospace Engineering,,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10KS4048NDEG,,,
2018,120188,Engineering,615,PHD,4048,Aerospace Engineering,,,66,57,9,0,20,5,0,2,0,0,1,38,0,0,0,0,6,13,53,10KS4048PHD,,,
2018,120188,Engineering,615,PHD,4048,Aerospace Engineering,5511,Computational Sci & Engr,3,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,2,10KS4048PHD,,,
2017,120178,Engineering,615,BS,4048,Aerospace Engineering,,,518,438,80,0,272,100,6,54,1,0,19,62,4,7,5,1,117,353,165,10KP4048BS,,,
2017,120178,Engineering,615,MS,4048,Aerospace Engineering,,,97,86,11,0,36,13,2,8,0,0,1,37,0,4,0,0,14,32,65,10KS4048MS,,,
2017,120178,Engineering,615,MS,4048,Aerospace Engineering,,,29,26,3,0,21,4,0,2,0,0,0,0,2,0,0,0,5,7,22,10KS4048MSU,,,
2017,120178,Engineering,615,MS,4048,Aerospace Engineering,5511,Computational Sci & Engr,2,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,10KS4048MS,,,
2017,120178,Engineering,615,NDEG,4048,Aerospace Engineering,,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10KS4048NDEG,,,
2017,120178,Engineering,615,PHD,4048,Aerospace Engineering,,,66,57,9,0,20,3,0,1,0,0,1,41,0,0,0,0,4,15,51,10KS4048PHD,,,
2017,120178,Engineering,615,PHD,4048,Aerospace Engineering,5511,Computational Sci & Engr,3,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,2,10KS4048PHD,,,
2016,120168,Engineering,615,BS,4048,Aerospace Engineering,,,502,433,69,0,261,96,7,59,1,0,24,50,4,8,5,2,118,344,158,10KP4048BS,,,
2016,120168,Engineering,615,MS,4048,Aerospace Engineering,,,98,85,13,0,32,10,1,5,0,0,1,48,1,2,1,0,11,26,72,10KS4048MS,,,
2016,120168,Engineering,615,MS,4048,Aerospace Engineering,5511,Computational Sci & Engr,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10KS4048MS,,,
2016,120168,Engineering,615,NDEG,4048,Aerospace Engineering,,,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10KS4048NDEG,,,
2016,120168,Engineering,615,PHD,4048,Aerospace Engineering,,,69,63,6,0,18,2,0,1,0,0,1,46,1,0,1,0,3,10,59,10KS4048PHD,,,
2016,120168,Engineering,615,PHD,4048,Aerospace Engineering,5511,Computational Sci & Engr,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10KS4048PHD,,,
2015,120158,Engineering,615,NDEG,4048,Aerospace Engineering,,,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,10KS4048NDEG,,,
2015,120158,Engineering,615,PHD,4048,Aerospace Engineering,,,60,56,4,0,20,2,0,1,0,0,0,36,1,0,0,0,3,11,49,10KS4048PHD,,,
2015,120158,Engineering,615,MS,4048,Aerospace Engineering,,,82,68,14,0,21,5,1,3,0,0,0,52,0,1,0,0,5,13,69,10KS4048MS,,,
2015,120158,Engineering,615,BS,4048,Aerospace Engineering,,,513,462,51,0,281,104,5,51,1,0,20,45,6,6,6,1,124,359,154,10KP4048BS,,,
2014,120148,Engineering,615,NDEG,4048,Aerospace Engineering,,,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10KS4048NDEG,,,
2014,120148,Engineering,615,PHD,4048,Aerospace Engineering,,,51,48,3,0,19,3,0,1,0,0,0,28,0,0,0,0,3,12,39,10KS4048PHD,,,
2014,120148,Engineering,615,MS,4048,Aerospace Engineering,,,78,65,13,0,21,7,1,1,0,0,0,48,0,1,0,0,7,13,65,10KS4048MS,,,
2014,120148,Engineering,615,BS,4048,Aerospace Engineering,,,478,434,44,0,261,100,5,46,0,0,18,44,4,7,7,1,114,340,138,10KP4048BS,,,
2013,120138,Engineering,615,MS,4048,Aerospace Engineering,,,66,52,14,0,26,10,0,2,0,0,1,26,1,0,0,,,13,53,10KS4048MS,,,
2013,120138,Engineering,615,NDEG,4048,Aerospace Engineering,,,2,1,1,0,0,0,0,0,0,0,0,2,0,0,0,,,0,2,10KS4048NDEG,,,
2013,120138,Engineering,615,PHD,4048,Aerospace Engineering,,,58,54,4,0,25,3,0,1,0,0,1,28,0,1,1,,,16,42,10KS4048PHD,,,
2013,120138,Engineering,615,BS,4048,Aerospace Engineering,,,410,369,41,0,236,75,2,40,0,1,11,44,1,3,8,,,302,108,10KP4048BS,,,
2012,120128,Engineering,615,NDEG,4048,Aerospace Engineering,,,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,0,1,10KS4048NDEG,,,
2012,120128,Engineering,615,MS,4048,Aerospace Engineering,,,66,52,14,0,25,6,1,1,0,0,1,32,0,1,0,,,15,51,10KS4048MS,,,
2012,120128,Engineering,615,PHD,4048,Aerospace Engineering,,,66,62,4,0,26,3,0,2,0,0,1,34,0,1,1,,,15,51,10KS4048PHD,,,
2012,120128,Engineering,615,BS,4048,Aerospace Engineering,,,356,305,51,0,219,53,5,33,0,1,11,32,2,6,8,,,272,84,10KP4048BS,,,
2011,120118,Engineering,615,MS,4048,Aerospace Engineering,,,78,62,16,0,29,9,0,1,0,0,1,37,1,0,0,,,19,59,10KS4048MS,,,
2011,120118,Engineering,615,NDEG,4048,Aerospace Engineering,,,3,3,0,0,0,1,0,0,0,0,0,2,0,0,0,,,1,2,10KS4048NDEG,,,
2011,120118,Engineering,615,PHD,4048,Aerospace Engineering,,,60,56,4,0,22,3,0,3,0,0,1,31,0,1,1,,,13,47,10KS4048PHD,,,
2011,120118,Engineering,615,BS,4048,Aerospace Engineering,,,366,316,50,0,239,53,7,22,2,1,7,31,4,7,5,,,285,81,10KP4048BS,,,
2010,120108,Engineering,615,MS,4048,Aerospace Engineering,,,94,78,16,0,40,12,0,2,0,0,0,40,0,0,0,,,31,63,10KS4048MS,,,
2010,120108,Engineering,615,PHD,4048,Aerospace Engineering,,,56,53,3,0,23,2,0,2,0,0,1,28,0,1,1,,,15,41,10KS4048PHD,,,
2010,120108,Engineering,615,BS,4048,Aerospace Engineering,,,376,325,51,0,249,50,8,17,4,1,6,35,6,9,7,,,296,80,10KP4048BS,,,
2009,120098,Engineering,615,PHD,4048,Aerospace Engineering,,,52,49,3,0,22,3,2,2,0,,,23,0,,,,,15,37,10KS4048PHD,,,
2009,120098,Engineering,615,MS,4048,Aerospace Engineering,,,73,64,9,0,37,12,0,1,0,,,23,0,,,,,33,40,10KS4048MS,,,
2009,120098,Engineering,615,BS,4048,Aerospace Engineering,,,382,330,52,0,254,55,8,16,4,,,35,10,,,,,308,74,10KP4048BS,,,
2008,120088,Engineering,615,NDEG,4048,Aerospace Engineering,,,1,1,0,0,1,0,0,0,0,,,0,0,,,,,1,0,10KS4048NDEG,,,
2008,120088,Engineering,615,MS,4048,Aerospace Engineering,,,54,46,7,1,28,5,1,0,0,,,19,1,,,,,23,31,10KS4048MS,,,
2008,120088,Engineering,615,PHD,4048,Aerospace Engineering,,,41,37,4,0,15,2,2,2,0,,,20,0,,,,,8,33,10KS4048PHD,,,
2008,120088,Engineering,615,BS,4048,Aerospace Engineering,,,418,369,49,0,282,57,9,20,3,,,33,14,,,,,344,74,10KP4048BS,,,
2007,120078,Engineering,615,PHD,4048,Aerospace Engineering,,,31,27,4,0,14,1,2,1,0,,,13,0,,,,,8,23,10KS4048PHD,,,
2007,120078,Engineering,615,MS,4048,Aerospace Engineering,,,55,50,5,0,22,5,1,1,0,,,25,1,,,,,19,36,10KS4048MS,,,
2007,120078,Engineering,615,BS,4048,Aerospace Engineering,,,396,347,49,0,293,51,9,16,2,,,15,10,,,,,337,59,10KP4048BS,,,
2006,120068,Engineering,615,PHD,4048,Aerospace Engineering,,,15,14,1,0,5,0,1,1,0,,,7,1,,,,,5,10,10KS4048PHD,,,
2006,120068,Engineering,615,MS,4048,Aerospace Engineering,,,43,39,4,0,26,4,1,0,0,,,11,1,,,,,19,24,10KS4048MS,,,
2006,120068,Engineering,615,BS,4048,Aerospace Engineering,,,368,319,49,0,267,53,10,14,1,,,14,9,,,,,314,54,10KP4048BS,,,
2005,120058,Engineering,615,NDEG,4048,Aerospace Engineering,,,1,1,0,0,0,0,0,0,0,,,1,0,,,,,0,1,10KS4048NDEG,,,
2005,120058,Engineering,615,PHD,4048,Aerospace Engineering,,,7,6,1,0,1,0,0,0,0,,,6,0,,,,,0,7,10KS4048PHD,,,
2005,120058,Engineering,615,MS,4048,Aerospace Engineering,,,24,22,2,0,16,3,1,0,0,,,4,0,,,,,11,13,10KS4048MS,,,
2005,120058,Engineering,615,BS,4048,Aerospace Engineering,,,349,297,52,0,264,45,4,12,1,,,14,9,,,,,299,50,10KP4048BS,,,
1989,,LAS,,,,African American Studies,,,1,,1,,1,,,,,,,,,,,,,0,1,,3205,3205,AFR STUDY
1991,,LAS,,,,African American Studies,,,3,3,,1,1,,1,,,,,,,,,,,2,1,,3205,3205,AFR STUDY
1992,,LAS,,,,African American Studies,,,3,2,1,,1,,1,,,,,1,,,,,,1,2,,3205,3205,AFR STUDY
1993,,LAS,,,,African American Studies,,,10,6,4,,4,,3,1,,,,2,,,,,,2,8,,3205,3205,AFR STUDY
1994,,LAS,,,,African American Studies,,,10,7,3,,3,,5,1,,,,1,,,,,,3,7,,3205,3205,AFR STUDY
1995,,LAS,,,,African American Studies,,,9,7,2,,2,,4,,,,,3,,,,,,5,4,,3205,3205,AFR STUDY
1996,,LAS,,,,African American Studies,,,6,5,1,,2,,3,,,,,1,,,,,,4,2,,3205,3205,AFR STUDY
1997,,LAS,,,,African American Studies,,,8,6,2,,,,5,,,,,3,,,,,,4,4,,3205,3205,AFR STUDY
1998,,LAS,,,,African American Studies,,,10,5,5,,3,,4,,,,,3,,,,,,5,5,,3205,3205,AFR STUDY
1999,,LAS,,,,African American Studies,,,13,6,7,2,7,,,,,,,4,,,,,,4,9,,3205,3205,AFR STUDY
2000,,LAS,,,,African American Studies,,,11,6,5,2,5,,1,,,,,3,,,,,,3,8,,3205,3205,AFR STUDY
2001,,LAS,,,,African American Studies,,,7,3,4,,4,,1,,,,,2,,,,,,3,4,,3205,3205,AFR STUDY
2002,,LAS,,,,African American Studies,,,8,2,6,,3,,5,,,,,,,,,,,4,4,,3205,3205,AFR STUDY
2003,,LAS,,,,African American Studies,,,5,3,2,,,,4,,,,,1,,,,,,0,5,,3205,3205,AFR STUDY
2018,120188,LAS,461,MA,283,African Studies,,,4,1,3,0,2,0,2,0,0,0,0,0,0,2,0,0,0,3,1,10KS0283MA,,,
2017,120178,LAS,461,MA,283,African Studies,,,3,0,3,0,0,0,2,0,0,0,1,0,0,2,0,0,1,2,1,10KS0283MA,,,
2016,120168,LAS,461,MA,283,African Studies,,,4,0,4,0,0,0,2,0,0,0,2,0,0,2,0,0,2,3,1,10KS0283MA,,,
2015,120158,LAS,461,MA,283,African Studies,,,3,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,1,3,0,10KS0283MA,,,
2014,120148,LAS,461,MA,283,African Studies,,,3,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0,1,2,1,10KS0283MA,,,
2013,120138,LAS,461,MA,283,African Studies,,,3,1,2,0,0,0,1,0,0,0,0,2,0,1,0,,,1,2,10KS0283MA,,,
2012,120128,LAS,461,MA,283,African Studies,,,4,3,1,0,1,0,2,0,0,0,0,1,0,2,0,,,1,3,10KS0283MA,,,
2011,120118,LAS,461,MA,283,African Studies,,,6,5,1,0,2,0,2,0,0,0,0,2,0,2,0,,,2,4,10KS0283MA,,,
2010,120108,LAS,461,MA,283,African Studies,,,12,8,4,0,4,0,3,0,0,0,0,3,2,3,0,,,5,7,10KS0283MA,,,
2009,120098,LAS,461,MA,283,African Studies,,,8,3,5,0,2,0,2,1,0,,,1,2,,,,,3,5,10KS0283MA,,,
2008,120088,LAS,461,MA,283,African Studies,,,11,2,9,0,5,0,4,1,0,,,1,0,,,,,5,6,10KS0283MA,,,
2007,120078,LAS,461,MA,283,African Studies,,,11,4,7,0,5,0,4,0,0,,,2,0,,,,,4,7,10KS0283MA,,,
2006,120068,LAS,461,MA,283,African Studies,,,9,5,4,0,4,0,2,0,0,,,3,0,,,,,5,4,10KS0283MA,,,
2005,120058,LAS,461,MA,283,African Studies,,,11,4,7,0,3,0,6,1,0,,,1,0,,,,,4,7,10KS0283MA,,,
2004,120048,LAS,461,MA,283,African Studies,,,10,4,6,0,2,0,6,1,0,,,1,0,,,,,3,7,10KS0283MA,,,
1997,,ACES,,,,Agr & Consumer Economics,5003,Agri-Accounting,34,23,11,,31,,2,,1,,,,,,,,,33,1,,1505,1505,AFFM-AGRACCT
1998,,ACES,,,,Agr & Consumer Economics,5003,Agri-Accounting,52,28,24,,45,2,3,,2,,,,,,,,,51,1,,1505,1505,AFFM-AGRACCT
1999,,ACES,,,,Agr & Consumer Economics,5003,Agri-Accounting,46,23,23,,38,3,2,2,1,,,,,,,,,45,1,,1505,1505,AFFM-AGRACCT
2000,,ACES,,,,Agr & Consumer Economics,5003,Agri-Accounting,41,20,21,1,30,4,5,1,,,,,,,,,,41,,,1505,1505,AFFM-AGRACCT
2001,,ACES,,,,Agr & Consumer Economics,5003,Agri-Accounting,40,21,19,1,28,4,7,,,,,,,,,,,40,,,1505,1505,AFFM-AGRACCT
2002,,ACES,,,,Agr & Consumer Economics,5003,Agri-Accounting,46,25,21,,36,7,3,,,,,,,,,,,45,1,,1505,1505,AFFM-AGRACCT
2003,,ACES,,,,Agr & Consumer Economics,5003,Agri-Accounting,53,23,30,,44,4,3,1,,,,1,,,,,,50,3,,1505,1505,AFFM-AGRACCT
1997,,ACES,,,,Agr & Consumer Economics,5004,Agri-Finance,53,37,16,1,46,4,,2,,,,,,,,,,52,1,,1505,1505,AFFM-AGRFINANCE
1998,,ACES,,,,Agr & Consumer Economics,5004,Agri-Finance,63,39,24,1,58,4,,,,,,,,,,,,63,,,1505,1505,AFFM-AGRFINANCE
1999,,ACES,,,,Agr & Consumer Economics,5004,Agri-Finance,79,56,23,2,73,4,,,,,,,,,,,,79,,,1505,1505,AFFM-AGRFINANCE
2000,,ACES,,,,Agr & Consumer Economics,5004,Agri-Finance,82,61,21,1,78,2,,,,,,1,,,,,,81,1,,1505,1505,AFFM-AGRFINANCE
2001,,ACES,,,,Agr & Consumer Economics,5004,Agri-Finance,73,59,14,,67,4,1,,,,,1,,,,,,72,1,,1505,1505,AFFM-AGRFINANCE
2002,,ACES,,,,Agr & Consumer Economics,5004,Agri-Finance,83,72,11,,73,5,2,2,,,,1,,,,,,81,2,,1505,1505,AFFM-AGRFINANCE
2003,,ACES,,,,Agr & Consumer Economics,5004,Agri-Finance,78,67,11,,63,3,8,3,,,,1,,,,,,76,2,,1505,1505,AFFM-AGRFINANCE
1997,,ACES,,,,Agr & Consumer Economics,5005,Farm Management,39,36,3,,39,,,,,,,,,,,,,39,,,1505,1505,AFFM-FARMMGT
1998,,ACES,,,,Agr & Consumer Economics,5005,Farm Management,50,45,5,,49,,,,1,,,,,,,,,48,2,,1505,1505,AFFM-FARMMGT
1999,,ACES,,,,Agr & Consumer Economics,5005,Farm Management,66,57,9,,66,,,,,,,,,,,,,64,2,,1505,1505,AFFM-FARMMGT
2000,,ACES,,,,Agr & Consumer Economics,5005,Farm Management,63,55,8,,63,,,,,,,,,,,,,61,2,,1505,1505,AFFM-FARMMGT
2001,,ACES,,,,Agr & Consumer Economics,5005,Farm Management,58,54,4,,58,,,,,,,,,,,,,56,2,,1505,1505,AFFM-FARMMGT
2002,,ACES,,,,Agr & Consumer Economics,5005,Farm Management,48,44,4,,48,,,,,,,,,,,,,47,1,,1505,1505,AFFM-FARMMGT
2003,,ACES,,,,Agr & Consumer Economics,5005,Farm Management,47,43,4,,46,,1,,,,,,,,,,,46,1,,1505,1505,AFFM-FARMMGT
1997,,ACES,,,,Agr & Consumer Economics,,Farm Development and Agriculture Management,55,34,21,1,50,,4,,,,,,,,,,,54,1,,1505,1505,AFFM-FD&AG MGT
1998,,ACES,,,,Agr & Consumer Economics,,Farm Development and Agriculture Management,60,39,21,1,53,1,4,,,,,1,,,,,,58,2,,1505,1505,AFFM-FD&AG MGT
1999,,ACES,,,,Agr & Consumer Economics,,Farm Development and Agriculture Management,74,45,29,2,65,4,2,,,,,1,,,,,,72,2,,1505,1505,AFFM-FD&AG MGT
2000,,ACES,,,,Agr & Consumer Economics,,Farm Development and Agriculture Management,65,40,25,2,56,2,2,1,1,,,1,,,,,,64,1,,1505,1505,AFFM-FD&AG MGT
2001,,ACES,,,,Agr & Consumer Economics,,Farm Development and Agriculture Management,80,46,34,,75,,3,,1,,,1,,,,,,79,1,,1505,1505,AFFM-FD&AG MGT
2002,,ACES,,,,Agr & Consumer Economics,,Farm Development and Agriculture Management,101,63,38,,91,2,8,,,,,,,,,,,99,2,,1505,1505,AFFM-FD&AG MGT
2003,,ACES,,,,Agr & Consumer Economics,,Farm Development and Agriculture Management,98,67,31,1,87,3,4,1,1,,,1,,,,,,96,2,,1505,1505,AFFM-FD&AG MGT
1998,,ACES,,,,Agr & Consumer Economics,,,34,18,16,,13,1,4,,,,,16,,,,,,9,25,,1505,1505,AGR & CONS ECON
1999,,ACES,,,,Agr & Consumer Economics,,,52,23,29,,14,,6,,,,,32,,,,,,8,44,,1505,1505,AGR & CONS ECON
2000,,ACES,,,,Agr & Consumer Economics,,,64,35,29,1,15,,4,,,,,44,,,,,,10,54,,1505,1505,AGR & CONS ECON
2001,,ACES,,,,Agr & Consumer Economics,,,75,43,32,2,14,,2,,,,,57,,,,,,11,64,,1505,1505,AGR & CONS ECON
2002,,ACES,,,,Agr & Consumer Economics,,,74,39,35,2,16,,,,,,,56,,,,,,8,66,,1505,1505,AGR & CONS ECON
2003,,ACES,,,,Agr & Consumer Economics,,,84,44,40,3,21,,,1,1,,,58,,,,,,11,73,,1505,1505,AGR & CONS ECON
1999,,ACES,,,,Agr & Consumer Economics,5005,Farm Management,1,1,,,,,,,,,,1,,,,,,0,1,,1505,1505,AGR F & F MGT
2000,,ACES,,,,Agr & Consumer Economics,5005,Farm Management,1,1,,,1,,,,,,,,,,,,,1,,,1505,1505,AGR F & F MGT
2018,120188,ACES,470,BS,176,Agr & Consumer Economics,5003,Agri-Accounting,54,29,25,0,29,8,1,6,0,1,1,8,0,1,0,1,10,44,10,10KL5003BS,,,
2018,120188,ACES,470,BS,176,Agr & Consumer Economics,5005,Farm Management,14,13,1,0,13,0,0,0,0,0,0,1,0,0,0,0,0,13,1,10KL5005BS,,,
2018,120188,ACES,470,BS,176,Agr & Consumer Economics,5006,Agribusiness Markets & Mgmt,142,108,34,0,114,6,3,3,1,0,4,11,0,4,2,1,8,128,14,10KL5006BS,,,
2018,120188,ACES,470,BS,176,Agr & Consumer Economics,5006,Agribusiness Markets & Mgmt,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10KL8037BS,,,
2018,120188,ACES,470,BS,176,Agr & Consumer Economics,5007,Consumer Economics & Finance,125,96,29,0,84,13,4,8,0,0,1,14,1,4,1,0,14,107,18,10KL5007BS,,,
2018,120188,ACES,470,BS,176,Agr & Consumer Economics,5008,Envirnmntal Economics & Policy,35,16,19,0,21,1,5,3,0,0,1,4,0,6,1,0,1,29,6,10KL5008BS,,,
2018,120188,ACES,470,BS,176,Agr & Consumer Economics,5008,Envirnmntal Economics & Policy,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10KL8037BS,,,
2018,120188,ACES,470,BS,176,Agr & Consumer Economics,5010,"Policy, Intl Trade, & Dvlpmt ",29,15,14,0,13,2,3,5,0,0,0,6,0,3,0,0,2,20,9,10KL5010BS,,,
2018,120188,ACES,470,BS,176,Agr & Consumer Economics,5011,Public Policy and Law,75,44,31,0,48,6,5,9,0,0,2,3,2,6,1,0,8,66,9,10KL5011BS,,,
2018,120188,ACES,470,BS,176,Agr & Consumer Economics,5011,Public Policy and Law,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10KL8037BS,,,
2018,120188,ACES,470,BS,176,Agr & Consumer Economics,5136,Financial Planning,95,71,24,0,68,12,2,6,1,0,0,5,1,2,1,0,12,83,12,10KL5136BS,,,
2018,120188,ACES,470,BS,176,Agr & Consumer Economics,5316,Finance in Agri-Business,75,59,16,0,48,9,5,8,0,0,0,4,1,5,0,0,9,69,6,10KL5316BS,,,
2017,120178,ACES,470,BS,176,Agr & Consumer Economics,5003,Agri-Accounting,60,33,27,0,35,8,1,7,0,1,1,7,0,1,0,1,10,51,9,10KL5003BS,,,
2017,120178,ACES,470,BS,176,Agr & Consumer Economics,5005,Farm Management,16,15,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,16,0,10KL5005BS,,,
2017,120178,ACES,470,BS,176,Agr & Consumer Economics,5006,Agribusiness Markets & Mgmt,144,104,40,0,109,9,5,3,1,0,5,12,0,7,2,1,11,128,16,10KL5006BS,,,
2017,120178,ACES,470,BS,176,Agr & Consumer Economics,5006,Agribusiness Markets & Mgmt,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10KL8037BS,,,
2017,120178,ACES,470,BS,176,Agr & Consumer Economics,5007,Consumer Economics & Finance,112,91,21,0,80,7,6,7,0,0,1,10,1,6,2,0,9,100,12,10KL5007BS,,,
2017,120178,ACES,470,BS,176,Agr & Consumer Economics,5008,Envirnmntal Economics & Policy,37,21,16,0,15,4,1,5,0,0,2,10,0,2,1,0,5,23,14,10KL5008BS,,,
2017,120178,ACES,470,BS,176,Agr & Consumer Economics,5010,"Policy, Intl Trade, & Dvlpmt ",46,25,21,0,22,4,4,7,0,0,1,8,0,6,0,0,5,32,14,10KL5010BS,,,
2017,120178,ACES,470,BS,176,Agr & Consumer Economics,5011,Public Policy and Law,73,41,32,0,44,5,8,14,0,0,0,2,0,9,0,0,5,68,5,10KL5011BS,,,
2017,120178,ACES,470,BS,176,Agr & Consumer Economics,5136,Financial Planning,81,56,25,0,61,8,2,6,1,0,0,3,0,2,1,0,8,73,8,10KL5136BS,,,
2017,120178,ACES,470,BS,176,Agr & Consumer Economics,5316,Finance in Agri-Business,72,54,18,0,46,9,2,6,0,0,0,9,0,3,0,0,9,61,11,10KL5316BS,,,
2016,120168,ACES,470,BS,176,Agr & Consumer Economics,5003,Agri-Accounting,58,29,29,0,40,9,1,3,0,0,2,3,0,2,0,0,12,52,6,10KL5003BS,,,
2016,120168,ACES,470,BS,176,Agr & Consumer Economics,5005,Farm Management,26,23,3,0,24,0,0,0,1,0,0,1,0,0,1,0,0,25,1,10KL5005BS,,,
